reviewId,content,gender,location,date,score,cluster_id,prob_topico_0,prob_topico_1,prob_topico_2,prob_topico_3,prob_topico_4
015373e3-0ad6-49df-8166-b7efca86d6b0,เอาขึ้นฟีดด้วย,male,"Santa Cruz, Bolivia",2023-08-27,POSITIVO,2,0.08212784,0.117573,0.6092724,0.11614676,0.07488
65f92de1-42bd-42db-8e83-2483184fe212,Enjoying it,male,"Accra, Ghana",2022-10-07,POSITIVO,4,0.082129516,0.117575265,0.1500409,0.11614815,0.5341062
e5742d9e-9700-4495-ba4a-abb77834ebf4,This is so nice I don't like TikTok Lita because it's so hard to edit on there on here is ez,male,"Beijing, China",2022-04-16,POSITIVO,1,0.046242014,0.7581272,0.088041425,0.06542648,0.04216293
aee516d4-5b39-440f-a2fa-423b6f330f42,Mee is lab teh upp bikuz its so meni prity gerls,male,"Delhi, India",2022-01-05,POSITIVO,0,0.54126,0.117600985,0.15008377,0.116167314,0.0748879
6a6f5995-3b9f-4cd1-98f9-13d8a058d8e0,I love this but sometimes it lag but I still like it but please update this for more more more more downloads but I'm gonna rate it 4 hahah bye,male,"Valencia, Spain",2021-08-27,POSITIVO,1,0.04034333,0.4137077,0.23640686,0.055758007,0.25378418
c5ac39fb-b1fe-4707-b430-a79f65596488,Good a bit,female,"Asunción, Paraguay",2023-10-01,POSITIVO,1,0.0729057,0.4876387,0.26986784,0.10311932,0.06646843
7c824a42-1e0f-4629-a48a-57f4ee4d7b32,This app is so nice.,male,"Seattle, United States",2022-11-18,POSITIVO,4,0.0650836,0.3368021,0.12061208,0.09287701,0.38462523
7c2851e8-dfad-4edc-a362-98bccdfdb856,Good,male,"Osaka, Japan",2022-05-29,POSITIVO,2,0.082128786,0.117571406,0.6092747,0.11614557,0.07487953
430fad2d-98cf-4bb7-8c6a-4794e1d65cf5,"i, give rate 4 star",male,"Zurich, Switzerland",2021-11-05,POSITIVO,4,0.05666339,0.08160444,0.10352945,0.08013525,0.67806745
5a5ff9c7-b37a-4b08-8946-bfd7e3b346a6,Min Aung Hlaing Ma A Loe,male,"Fortaleza, Brazil",2023-08-04,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
93a92dd5-0f6b-4e46-9e15-cc1c7e49a7fa,How to update missing my effect,female,"Nadi, Fiji",2024-01-06,POSITIVO,3,0.06929392,0.33789894,0.12817581,0.4014551,0.06317621
ffcb353e-1432-4d5c-bd0c-4179696d4c35,Ok,male,"Windhoek, Namibia",2022-07-08,POSITIVO,3,0.08212763,0.11757298,0.15003648,0.5753831,0.074879825
41026b12-ce28-4e5a-91d1-cdfd174332f9,Dis app is awesome but my 2 account is ban by u ban my tiktok 😭😭😭😭😭👅👅👅👅🇵🇭Just remove my account warning,male,"Tripoli, Libya",2022-10-18,POSITIVO,4,0.12975934,0.05504046,0.07229298,0.064707555,0.6781996
8aa036eb-48f5-4c10-b139-b85da5d70d83,Nice..,female,"Perth, Australia",2024-04-05,POSITIVO,1,0.082127295,0.57681024,0.15003513,0.1161456,0.074881695
47691f7e-356c-4c7a-8e96-c8d875ca32ba,Not bad☺️✋,male,"Hanoi, Vietnam",2022-05-21,POSITIVO,0,0.7318448,0.068734325,0.08772028,0.06791633,0.043784264
844809bc-e0da-4d2f-9a52-6e2761116968,Nice I posted and my Followers is 15.6k like is 100.9k Lol,male,"Windhoek, Namibia",2022-09-05,POSITIVO,1,0.06277016,0.64423877,0.14535372,0.088952534,0.05868489
ffc53b96-c79c-464b-912b-d9e90ead2095,"Pretty good app,the only thing that I can criticize about is that there are too many ads",male,"Pretoria, South Africa",2022-09-30,POSITIVO,3,0.046518825,0.16499539,0.1465221,0.59915066,0.042813003
f220f80b-2864-4cb0-924d-632951251f48,Tau awat Saya bagi empat sebb like tak Banyak Saya nak buat live tak boleh,male,"Seattle, United States",2023-04-07,POSITIVO,4,0.04833627,0.21938263,0.09940778,0.073467,0.5594063
e0f1e3fc-544b-4cf0-9f20-14b3e447e2a2,Hannahjane,male,"Cairo, Egypt",2022-09-04,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
a19fd268-883f-4c19-9139-53b01af35cf6,I like using tiktok more fun and inspired,female,"Hobart, Australia",2024-03-06,POSITIVO,0,0.42531243,0.08838738,0.36591688,0.07382005,0.04656328
073bfd8e-69f1-4481-bfe5-e678bf306e39,Its very nice this app👍👍👍,female,"Asunción, Paraguay",2023-10-09,POSITIVO,3,0.0582698,0.1512026,0.10697982,0.5436127,0.13993505
62807882-492b-471c-9698-8d78dbd0d600,Maganda ma nood sa tiktok,male,"Tokyo, Japan",2022-05-18,POSITIVO,4,0.05753637,0.08607171,0.10502799,0.08127701,0.67008686
7bec5d4a-57b5-4782-84d4-50f088a01f8c,this is awesome 😔💅,male,"Prague, Czech Republic",2021-11-01,POSITIVO,2,0.1869536,0.0681665,0.6340691,0.06742069,0.04339011
d656f682-8cf6-44c5-b942-14b88780460d,good,female,"Adelaide, Australia",2024-02-04,POSITIVO,2,0.08212878,0.117571406,0.6092747,0.11614557,0.07487953
6e101a85-1fcc-4e3d-ab74-11cd36ccd77e,Be at,male,"Caracas, Venezuela",2023-09-10,POSITIVO,2,0.08212784,0.117573,0.6092724,0.11614676,0.07488
38a1923a-1c09-4808-95c4-5ec5b3ddff02,Jughhhhhhh,male,"Mombasa, Kenya",2022-08-07,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
136f73b8-b4be-41b3-a6af-d55f35079cfe,PV,male,"Montreal, Canada",2023-06-13,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
674d278c-4706-47c5-a139-b9db13eeaec0,"its alrrr, fun, easy to use, and all that goods, thooo (i dont have the rotate video set yet)",male,"Ho Chi Minh City, Vietnam",2022-02-05,POSITIVO,2,0.043831248,0.06323238,0.79002076,0.06295175,0.03996391
eed43a9b-26fe-460c-b7c2-97d2f65fe771,Good,male,"Casablanca, Morocco",2022-07-26,POSITIVO,2,0.082128815,0.11757142,0.60927474,0.11614559,0.074879535
188fa5b3-7d3f-4e8b-ac1e-1c3c9d5ed40f,Very good for me,male,"Medellín, Colombia",2023-07-29,POSITIVO,2,0.082128786,0.117571406,0.6092747,0.11614557,0.07487953
72ecb18a-0d0c-46e8-a019-207b49941204,Can't download back,male,"Washington DC, United States",2023-02-17,POSITIVO,0,0.6100446,0.10169159,0.12610632,0.0976065,0.064550966
298526dd-ec80-4b01-8d13-c5d879d4acaa,I like it so much,male,"Washington DC, United States",2023-04-30,POSITIVO,1,0.06272731,0.65496624,0.13622983,0.08888475,0.057191923
5360d9c2-1389-4ab2-9270-15f38f5da147,lumayan,male,"San Diego, United States",2023-02-16,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
97493e47-c6af-476f-88db-cc1784c0816a,satisfied,male,"Dar es Salaam, Tanzania",2022-10-13,POSITIVO,2,0.08213919,0.117605254,0.60919595,0.11617044,0.0748891
80f04ef6-b0de-45db-9fc0-d6a9bc8fb70d,Ayos,male,"Mexico City, Mexico",2022-12-05,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
550dc2fa-a392-47ca-9488-ba904a903600,I like it,male,"Guadalajara, Mexico",2023-07-09,POSITIVO,2,0.08212833,0.1200733,0.6065025,0.11641429,0.07488161
943685c0-107f-4dae-b45f-c1a6743e119d,This app is satisfying,female,"Nadi, Fiji",2024-05-05,POSITIVO,0,0.573493,0.11708289,0.13773136,0.10536285,0.066330016
bef6eeb1-395d-4f69-8225-1d60ba915373,I love you tik tok,male,"Jakarta, Indonesia",2022-03-25,POSITIVO,1,0.053712487,0.72567844,0.097050644,0.07512579,0.048432708
72167ae1-1a75-41e1-9a60-4da580e208bb,Nice,female,"Brisbane, Australia",2024-03-17,POSITIVO,1,0.0821273,0.5768101,0.15003514,0.11614561,0.07488177
f7ef0d7b-ce8e-4406-88cd-3d12fd6083b6,It's ok for me,male,"Casablanca, Morocco",2022-06-20,POSITIVO,3,0.08212763,0.11757298,0.15003648,0.57538307,0.074879825
63a61a59-9438-4c6c-98a1-89999788c00b,I like it but is one problem.. why does everyone got banned in there onwn account.. is really macking .e mad like the.. I never got ban before .. please fix it,male,"Cancun, Mexico",2023-01-17,POSITIVO,1,0.03558738,0.79489297,0.07803217,0.058692645,0.032794762
9d6f5f2e-4b72-4417-baba-37f47c1386d1,Its nice,male,"Dar es Salaam, Tanzania",2022-06-06,POSITIVO,1,0.0821273,0.5768101,0.15003514,0.11614561,0.0748818
8f37cbbe-1e4e-4baa-9ead-78cd5cb1b3a5,Tiktok team make my videos go on fyp,female,"Melbourne, Australia",2024-04-12,POSITIVO,2,0.050097417,0.12908076,0.7065863,0.06969702,0.04453853
6448516f-b26e-4423-8606-73bb35e5f454,good,male,"Guadalajara, Mexico",2023-07-09,POSITIVO,2,0.08212877,0.117571406,0.6092747,0.11614557,0.07487953
2965b775-8cc9-4317-9244-58c7f24b12af,😄😄😄😄,male,"Dakar, Senegal",2022-07-01,POSITIVO,0,0.74642485,0.064864844,0.08278059,0.06461893,0.041310813
9d014ede-187e-4697-8fea-a6c185f1f42d,It's pretty,female,"Montevideo, Uruguay",2023-11-22,POSITIVO,4,0.08213725,0.117598005,0.15007718,0.121566445,0.52862114
425d3ee8-e8b3-40d8-8c40-cc761b1c73ef,Ok,male,"Cancun, Mexico",2023-03-31,POSITIVO,3,0.08212764,0.117572986,0.1500365,0.57538307,0.07487983
3c3e9679-567a-4d21-9c72-7a6a169ce112,Great,male,"Jacksonville, United States",2023-02-14,POSITIVO,3,0.0821285,0.11757291,0.1500371,0.57538134,0.07488003
c5bb3da5-ef93-4eee-9544-f8ee97e0dc70,this is fun you can make your own videos with different hit music iam just ten years old but i really like tiktok my friends also have their accounts and make alot of different tiktoks also milliones of people are using tiktok they know what is this app can make iam filipino and just ten years of age and my parents din't allow me to use this kind of app becuese iam to young for this but also i try for temporary but i think iam not gonna delete this such a fun app thank you!,male,"Boston, United States",2022-10-30,POSITIVO,3,0.028629702,0.22548427,0.22214763,0.40927258,0.1144658
3ca01e33-24ae-4361-b157-1eb5c3690fa0,Super ganda,male,"Cairo, Egypt",2022-10-25,POSITIVO,0,0.605802,0.10760046,0.12607947,0.097597614,0.062920436
bee71605-3dd1-4927-bad7-ecd91e5c79cc,Sometimes its installing for so long,female,"Buenos Aires, Argentina",2023-10-03,POSITIVO,2,0.07022559,0.09906341,0.6697905,0.09784947,0.06307103
44fede89-185c-4ca5-9dc2-b030f4bf25ba,Hif ifwhe,male,"Karachi, Pakistan",2022-03-11,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
96e9d441-6692-44e4-b118-a5353940b834,talent all his here,male,"Glasgow, United Kingdom",2021-12-31,POSITIVO,3,0.08214427,0.11762906,0.15011945,0.5752141,0.07489319
74c6ab6a-7756-4618-b30e-be156536f224,8c,male,"Denver, United States",2023-06-09,POSITIVO,2,0.15187432,0.21741931,0.27745223,0.21478273,0.13847144
fc806963-16c0-41aa-8df5-6ef36151c8da,is not but i want follower,male,"Nairobi, Kenya",2022-07-06,POSITIVO,4,0.070776045,0.09987522,0.12610742,0.09761807,0.6056233
721ea940-1b0e-46cc-834e-ed94cd8f0abc,"It's a good app but when I log out, it won't log back in. The password I placed in won't work. I tried other passwords but still it won't work. I don't know if it's a glitch or if it got hacked or deleted? Idk.",male,"Bangalore, India",2022-03-29,POSITIVO,0,0.43660736,0.2685334,0.10402257,0.15171465,0.039122023
5f7ec01a-1f28-438b-a46f-72a4ac9f7768,Please we miss this app,male,"Bangkok, Thailand",2022-03-06,POSITIVO,0,0.63016605,0.100233085,0.119153395,0.09148393,0.058963574
c620afdc-d387-416d-a1de-06bdba398d94,Bagus,male,"Lyon, France",2021-11-02,POSITIVO,4,0.08212925,0.11757732,0.15004411,0.1161497,0.5340997
