reviewId,content,score,gender,location,date
38e79664-42aa-4fff-a3d7-08c831778153,I can't able to see any comments of anyone post & also my insta front is white and can't able to see my following people recent post please solve this problem quickly.,1,male,"Cape Town, South Africa",2023-05-02
ddfced8a-f510-468f-b5f6-2052f7073e82,"Ever since I got phished, I haven't been able to get into my account. I even changed my password and sent 2 face reveal videos. I cannot take a screenshot of the 'Error' screen. I've went through my phone number trying to login and it gives me an error. I go through my Gmail to change my password, I try to login, it doesn't say anything but gives me the option to login again. I spam login until it gives me another Error. I try logging in with Facebook, and it gives me another Error.",1,male,"Santiago, Chile",2024-09-20
48f19e98-3d26-4b3c-bb89-80db6639ff46,Respected Instagram admin: I am very happy to use this app.But I am unable to add to story any video please fix this bug as soon as possible. The app is somewhat distructive.And I am unable to add highlight. I hope that the admin will fix the bug as soon as possible And this the most worstttttt app I had ever seen 🙏,1,male,"Prague, Czech Republic",2021-06-05
955417af-827d-45fc-b6be-0ce678301893,most of the music added to reel and story is displaying audio unavailable after updating app,1,male,"Abu Dhabi, United Arab Emirates",2022-10-23
b734b40b-a340-4d0d-8eb1-a75033ec1a7d,I can't see filters in the camera please help,1,male,"Krakow, Poland",2022-02-05
4cd3dd11-4264-470a-803b-17739b188222,Good. Easy to use,1,male,"Edinburgh, United Kingdom",2021-11-06
fcac57c4-e9d0-45be-8320-8c431d97a923,professor,1,male,"Karachi, Pakistan",2022-04-12
19ff382f-7ff8-4364-a539-450b9f7909f1,Great,1,male,"Algiers, Algeria",2023-01-03
5454d590-20e5-4fb0-b5cd-8aa0ebfb19f0,Nz k sckakulaz Kadlmsgin,1,male,"Alexandria, Egypt",2023-03-29
bab28868-2a00-4a3c-b1c1-ca101dbb9a9b,When I upload reels it got Stuck,1,male,"Houston, United States",2023-11-22
2b42e21a-f61b-4c3b-9deb-5e5921ccf87e,Every time new real results vertical opposite ( 180 degree roatated,1,male,"Tripoli, Libya",2023-05-06
ec819be8-f991-4bb0-a7ac-18cef7d1aade,It's super Appa,1,male,"Quito, Ecuador",2024-07-23
41d0bc05-648c-4b67-b806-54958d667b26,𝓜𝓻..𝓗𝓲𝓽𝓽𝓾.𝓷𝓪𝓷𝓸𝓶𝓪,1,male,"Karachi, Pakistan",2022-05-12
d4af2421-be65-4409-99fa-2aa89be8c42e,Very bad I am unfollowing and it again following automatically,1,male,"Auckland, New Zealand",2025-06-10
774dd7a1-57d6-44f2-930e-2258bd43f25e,Kya Faltu App hai Ladkiya reply nah I deti😏😏,1,male,"Athens, Greece",2021-07-21
72864398-1cdc-4ff9-b1c7-41cd55a2fbb1,"Honestly, they have the worst support. I've been reaching out trying to figure out why for some reason my account isn't able to use the add yours story feature and I still haven't heard from them. This has been going on for months.",1,male,"Phoenix, United States",2024-06-28
c817ce44-2d28-4e9b-ad89-e6c3fcf6631d,I can't get access to my Instagram account because I don't have access to the email and phone number I signed up with... I tried everything.. video selfie.. almost everything... I'm not making another account please may I have my account back,1,male,"Rabat, Morocco",2023-05-03
9effc907-537e-4182-a1a3-1e5573107211,Chat theme ka option nhi aa rha hai bohot bar help center se report kiya fir bhi nhi hua pls Instagram solve this problem,1,male,"Montreal, Canada",2023-12-25
49f6160e-c438-4afa-9684-3fa296dfd7aa,"How can we record voice message on Instagram?? Because, I'm unavailable to record my voice message in Instagram it is not working very well. Please resolve this problem.",1,male,"Marseille, France",2022-01-25
2404dc8c-8fde-4176-a76f-eb2ec5a72a9d,There is a problem with reels,1,male,"Phuket, Thailand",2022-05-02
02a07fa5-1fad-411f-a907-91392f9d5c54,Man i hate this app i cant send photos all together i have to send it one by one and some dont even send i cant even log back in my main acc anymore it all my friends and gcs were there and i even list my 1k followers gitchs alot sometimes doesnt even let me text i would have deleted this app ages ago if my friends were on them i hate it nothing can change my mind anymore,1,male,"Rio de Janeiro, Brazil",2025-02-01
aab32ef7-8aa4-4773-8a3f-0474ee893ef6,"Hi please upgret instagram, A new to full Tu upgred An new adavas phichar",1,female,"Queenstown, New Zealand",2025-11-08
39bd5872-43be-4271-b5e3-56bc32f09c38,It's not good 😏😏,1,male,"Dubai, United Arab Emirates",2022-11-10
752474ca-1b47-44fb-b89e-9d90aae80686,It's hard getting start up or if you've been in here for years. No likes No comments No followers TikTok is way better.,1,male,"Guayaquil, Ecuador",2024-08-04
bfdae039-e272-4cf5-93c1-d42c0985de78,All my reels are posting upside down,1,male,"Wellington, New Zealand",2025-06-07
2ec1213a-50cf-4d81-b122-927bcacacc5b,"I can no longer upload photos or uninstall or reinstall this app. I get a message ""something went wrong"" and no error code, no clues how to fix. Since I can't uninstall it or reinstall it, don't bother suggesting that. It's just dead on my PC. I'd have to try using a cell phone to upload photos. Dumb.",1,female,"Canberra, Australia",2025-07-08
b10ff683-bf3a-430f-8342-0bfab5b958b0,Data problem solve ...and feacher new add for.,1,male,"Prague, Czech Republic",2021-10-25
0000c389-503f-408b-a8f4-daed5f559696,Suspended and deactivated my account and the appeal option didn't work,1,male,"Madrid, Spain",2021-08-09
351c270b-7a4e-4e56-b5fb-4272d1a5be2d,It keeps messing up!!!! I tried to report my issue and no one helps! And I have a business to run.,1,male,"Tel Aviv, Israel",2022-03-16
c20f7d78-a805-4bbb-9f8b-54311c25c0d4,"After update,my reels option has vanished 😤😤",1,male,"Gold Coast, Australia",2025-06-10
921aa01c-06cd-4a18-a7f5-08e458f2e15f,🙄what problem going on in Instagram...? There no show to make reel...😩i waana make reel but...i don't know what happened with this app.... something happened with that... please make it right.....,1,male,"Copenhagen, Denmark",2021-11-16
1bb33d5b-7c4c-4e17-a680-78f0e484abb2,Can't even create an account,1,male,"Cape Town, South Africa",2023-05-09
1341720d-132c-4b96-84e0-b863932bae55,None of the link in bios are working,1,female,"Canberra, Australia",2025-10-21
0a88b529-456d-4240-8b78-86793ef35ecb,"This app has many bugs in recent days. When someone tags me in their story,the massage wont be sent to me, etc",1,male,"Phoenix, United States",2023-11-12
9b4bc76f-094d-414f-91ac-73e3d782c124,Good,1,male,"Cali, Colombia",2024-08-03
a4ccb553-124e-47ec-83ec-fb5c0dfd576b,It's not good enough always have a problem. Upgrate Horrible!,1,male,"Mumbai, India",2022-11-14
03d1edd6-cef9-456a-a1a3-111254e6b436,Anil rdx Meena,1,male,"Lima, Peru",2024-07-25
ec78553c-58ea-4c74-b547-f84e9c80c2e1,Nice,1,male,"Bogotá, Colombia",2025-03-29
6676d52d-3550-4beb-9288-bbdd606395da,It was fine and lovely site,1,male,"Hamburg, Germany",2021-07-06
f4edff1b-e359-4955-be3d-a4a96fae8670,Can't access too reel features,1,male,"La Paz, Bolivia",2024-11-08
48e440f7-968f-4d1c-9730-9b8f20164edc,This apps is so beautiful… It does not the access,1,female,"Nadi, Fiji",2025-12-12
1483cb5a-c8c8-4ec7-a512-4c874ce99e1c,"Worst app i have ever seen. My account is public despite of they are not giving much attention to my profile. I always make videos on trending sounds but my views and likes are too less compared to others. Instagram is doing partiality, may be they are taking bribe or something. If anyone can help pls help me.",1,male,"Santa Cruz, Bolivia",2024-11-05
f4a29254-a599-457e-918b-0dcbc611b0a7,Awesome app this app providing best facilities from another's social media app,1,male,"Jakarta, Indonesia",2022-09-16
fd7c24f9-6943-4bea-882b-b2604db3025a,It trash app i most but it waste my tume take many time to upload 1-2 days u all so dont have schedule option your app waste like trash box,1,male,"Rosario, Argentina",2025-01-13
91a7c4db-7334-4cfd-9b65-959b4b98b36e,bहझहHजकिवCहैंKझ,1,male,"Madrid, Spain",2021-11-24
929822a9-88b9-4e7c-ae47-45aa964a3d4f,not too much best,1,male,"Abuja, Nigeria",2023-06-23
a06f23b0-0d39-4f74-add1-e06974ee2b13,They've tanked it. I'm a nail artist and photographer with no interest in making reels (and no time to do so) so out of 1850 followers only about 30 actually see my posts. Don't bother. Just use tiktok,1,female,"Queenstown, New Zealand",2025-07-31
3b811bfc-f501-4b11-a7ff-28bef483e437,Best app ever? Access does not work,1,male,"Riyadh, Saudi Arabia",2022-10-08
bc02c60b-b544-4d16-ac72-35f8b0597b67,Way too laggy smh,1,male,"Bali, Indonesia",2022-09-28
b35b856d-cfdd-4178-8950-33347dba06e5,Instagram is great app but after the update it's such a disaster and the reels section is just garbage now before the update reels section is so good and after that ughhhhh please fix that.....,1,male,"Vienna, Austria",2022-01-08
dd8b6129-7015-42d9-bceb-a9e08489a043,"I have never used an app as bad as Instagram. Full of bugs and worst algorithms. Can't hear audio in reels and stories and main page got black! Its better to turn down this application for forever so that we, the users, can live peacefully!!!",1,male,"Lisbon, Portugal",2021-07-07
79f99b2d-a911-468f-b3fa-5b214029b14a,Reel is not working,1,male,"Austin, United States",2024-07-12
be9f99e0-651d-400c-b9bf-ba44f01a5d16,It won't let me create an account for some reason I tried a lot of times but still cant create one,1,male,"Bali, Indonesia",2022-05-24
a5e52a24-b390-4e1e-9d67-cc5e9767aa02,I really don't know what to say. I've been using it for almost 4 years and never have I ever faced a bug. But now...it's getting worse and worse. First of all...despite of strong password anybody can login to your account. And after changing hell lot of passwords...the real problem starts. Keeping my login saved...I can't login back into my account... whenever I try ...it says error dismissed. Please look into it. I'm fond of this app and I can't tolerate it like this. Please look into it asap!!,1,male,"Bangkok, Thailand",2022-08-22
f7fce1c3-5c07-4b17-92c9-86ffe177e276,My reels are uploading upsidedown. I tried the suggested solutions and no luck.,1,male,"San Francisco, United States",2023-09-04
73449e3b-bd7a-43f8-a42a-f4b7c77c82e0,Always block my account,1,male,"Vienna, Austria",2021-09-02
c190c813-c790-4932-a8d8-b621375b23e2,Mark Zuckerberg destroyed Instagram with censorship.,1,male,"Austin, United States",2024-01-19
dcfa967c-7fea-4831-857e-e38f62fcf64a,"This app is getting more worst over time. I got action blocked for defending myself in a group chat and it was hard for me to express what I was trying to say because I have tourettes syndrome and some times when I am talking or arguing I use cuss words to help cope with my syndrome,so I started typing while mad because not only I was trying to defend myself my Instagram was lagging too which made me really upset. I would like my Instagram account fix and not be activity banned anymore.please",1,male,"Edinburgh, United Kingdom",2022-02-05
ba316bc7-b5c7-4933-9b5d-2826979abbeb,Issue with logging into App since update. Worked perfectly fine earlier today.,1,male,"Chicago, United States",2024-02-14
3fbb4349-236c-46a3-a371-fc38dbf4be6e,This app has gotten so far away from what it started as. It's so fustrating! ALL I WANT IS TO SHARE WITH MY FRIENDS AND FAMILY. not a bunch of stupid suggestions,1,male,"São Paulo, Brazil",2024-08-16
6490adeb-25bf-469f-a1a1-50abeb9fa8c7,Very bad performance,1,male,"Geneva, Switzerland",2021-11-23
b899fe32-f766-414d-9c9d-468053f9c8f7,I ddnt enjoy it they blocked me temporary and make me not to post or share of which they said I used there saver to gain followers which is not correct...I have this account over 5yrs ago with now 800subscribers now I deleted my old post and add new one last mnth pls confirm me how did I gain followers? Pls correct me Instagram if I'm wrong for that I give you 1star,1,male,"Lusaka, Zambia",2023-04-27
f2459ba9-914b-4098-8238-1a1e16449ce0,धंझ2 ऊछ््झुनननंवधुज़फऔऊईऐश्ंननश्,1,male,"Asunción, Paraguay",2024-08-07
6644299a-b5f4-4a8f-8eac-d15be4a60a32,Censored,1,male,"Kampala, Uganda",2023-04-27
be8baa3b-7e30-45a6-b6e9-c62e01407f59,Password Secure link was sent to me and it is not working. Now it is hacked. They will not recovery for you.,1,male,"Amsterdam, Netherlands",2021-08-27
a5ab51da-59c4-45d1-b2cd-c6eed712b74f,Reels option is not showing in my id🥺,1,male,"Dallas, United States",2023-11-17
0f52e73b-73a0-416c-b42c-f0c0f6854df5,Suggested posts on instgram is quite annoying. I mean all the videos literally from tiktok.,1,male,"Los Angeles, United States",2024-06-17
77bacdd0-957b-4df3-a9e4-497b9e44fae6,Recently i m facing alot of problems my reels drats were deleted no sudden my Instagram is downgrade from update instagram suddenly it goe sto old Instagram idk how its happening if its solved i cam give good arting bt thia iasue is giving me from week,1,male,"San Antonio, United States",2023-10-13
c127d6af-47dc-413d-92de-e24e3b9ec593,The filters don't apply when I put a photo in the photos to it,1,female,"Port Moresby, Papua New Guinea",2025-09-29
cdb03413-9e64-479f-9098-1bac35c1120e,Plzz install this app,1,male,"Calgary, Canada",2024-02-09
d4e7eae4-7e0a-49e4-9f95-954eb7372271,رائع,1,female,"Melbourne, Australia",2025-07-22
2ddcc496-17f7-400e-8906-f31f0fa09e5e,"Why the hell did you ban me from postinggggggf, just because i posted a lot. What if I want to share my life with them. I don't have someone to share it with huh",1,male,"Budapest, Hungary",2022-01-21
92227e9d-15ee-4606-b573-05c1134a9599,cannot open the app！,1,male,"Madrid, Spain",2022-01-24
d31721f9-bfe5-400a-80e6-c408929a817a,please new update,1,male,"Bogotá, Colombia",2025-02-12
42fc42f6-786e-4187-9e5d-5519eecf9417,"This App was really nice!😑 Recently i am having trouble with my reels section, suddenly all the reels that am being showed are all from people with 10,20,30....follower and also its not my type of reels.And if at all i find a reel of my kind in explore page..am either not able to scroll at all or if it gets scrolled it shows again those stupid cringe reels😡😡😡😡. Reported so many times,still they didn't fix Really bad experience!",1,male,"Rabat, Morocco",2023-03-31
7c10c20c-799c-498d-b5c4-05dfb820844b,बंद करो,1,male,"Osaka, Japan",2022-03-08
8c321946-467c-4329-aff5-72b29c1b4d62,I am Ghasem Soleymani,1,female,"Canberra, Australia",2025-08-31
1ba295c1-752f-4ad6-b66a-6f92baa34a3a,"I think I will change my rating but,🤔",1,male,"Alexandria, Egypt",2023-01-07
211fdb20-e232-43fb-82a1-721359c4b48c,Ads are coming pls help me,1,male,"La Paz, Bolivia",2024-11-09
9e04bcaa-3568-4338-8efd-2673492370d6,Bugs everywhere. Cant upload more than one photo without everything bugging out and interrupting the upload/Edit. Had this app for almost 10 years now and never had this much trouble Edit: now I cant see my saved posts...,1,male,"Arequipa, Peru",2024-09-29
83390296-11e8-44d6-9374-70552e86223d,app keeps getting shittier,1,female,"Perth, Australia",2025-06-19
f669a24b-952f-4ff3-a548-5c28e48d852d,Keeps crashing,1,male,"Jacksonville, United States",2024-04-11
83f3ef75-3f41-4644-b56f-0bfaa0ea61fb,Are you kidding me was with all the bots following why not a human can follow me so annoying,1,male,"Cali, Colombia",2024-11-10
f38e7733-2354-4526-b859-84653eb3dd68,After i hold pressing on a message to react on it It do react But then the chat page is clear I need to leave the chat and re-enter it to be normal💀,1,male,"Casablanca, Morocco",2023-01-08
13247c60-9c20-4d3c-b5ae-2c544a488f2d,=î]]]û] {S]]iiiii>I>iii>>î >>ईआईआईईई>>>iii उज्ज S#gg&अयझ्छ,1,male,"Jakarta, Indonesia",2022-08-30
5adbb4c0-25c5-4bac-9626-94260185a79c,Need some improvement.,1,female,"Canberra, Australia",2025-07-10
cedd6012-b509-40dc-bc3c-41027abc63b8,My account isnt opening why instagram???,1,male,"Accra, Ghana",2023-05-21
e29120ac-3281-4ce1-b060-7e7540852366,"Too many issues with the reels. Every time i try to post it with a problem- it gets posted upside down, or captions get stuck, the filters dont apply. And need to log out, delete, reinstall and log in again every time for this issue to resolve. Please check into this issue.",1,female,"Hobart, Australia",2025-11-02
453e832e-2c32-4a78-bffe-6034893b5cf8,"It does well for a while. But at some point, it starts failing to refresh my feed.",1,male,"San Diego, United States",2024-06-17
52248195-2d63-4592-8e16-456beda9a832,"Super, but too much censoring",1,male,"San Antonio, United States",2024-04-08
8782bef7-9aa6-4623-bc5e-f53bf4e43867,"Ok, but censored",1,male,"Marseille, France",2021-12-14
d7a15d04-cfa1-4248-b97a-a6b23caf5040,Good experience,1,female,"Brisbane, Australia",2025-10-07
eec81246-f2a5-4cfc-a6ca-643a4cd3b176,Everytime I updated this app getting worst and updates come everyday Why you guys fix all issues in monthly update,1,male,"Lusaka, Zambia",2023-06-26
9b9c475b-073a-403e-b00a-91ad14323f3f,Too many videos instead of photos.,1,male,"Dallas, United States",2024-01-27
f9335b7c-660a-4c98-a854-ff0ae115914a,Censorship. Another platform censoring people in controlling the narrative.,1,male,"Lagos, Nigeria",2023-04-17
a7e520cd-1ee9-4f41-8567-72d69386978e,No notification,1,male,"Bali, Indonesia",2022-07-06
ac48893a-c18e-4543-91c9-9649e2aef8b5,Reply progalm ha,1,female,"Hobart, Australia",2025-07-22
